tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
Whose Line Is It Anyway?,3,27,Show No. 311,"Apr 12, 2001",7.5,42,"Games played: Questions Only, African Chant, The Millionaire Show, Scenes From A Hat, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,28,Show No. 330,"Apr 19, 2001",7.5,30,"Games played: Let's Make A Date, Scene with an Audience Member, Props, Greatest Hits, Foreign Film Dub.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,29,Show No. 336,"Apr 26, 2001",7.2,44,"Games played: Film Theatre and TV Styles, Song Styles, The Millionaire Show, Motown Group, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,30,Show No. 334,"Apr 27, 2001",7.5,38,"Games played: Hollywood Director, Duet, Sound Effects, Three-Headed Broadway Star, Quick Change.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,31,Show No. 332,"Apr 27, 2001",7.5,42,"Games played: Superheroes, Song Styles, Improbable Mission, Scenes From A Hat, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,32,Show No. 331,"May 3, 2001",7.2,41,"Games played: Superheroes, Film Theatre and TV Styles, Wedding, Greatest Hits, Three-Headed Broadway Star.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,33,Show No. 338,"May 4, 2001",7.4,47,"Games played: Superheroes, Duet, Scenes Cut From A Movie, Greatest Hits, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,34,Show No. 343,"May 4, 2001",7.4,44,"Games played: Let's Make A Date, Film Theatre and TV Styles, Motown Group, Party Quirks, Three-Headed Broadway Star, 90 Second Alphabet.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,35,Show No. 339,"May 10, 2001",7.4,37,"Games played: Hollywood Director, Infomercial, Action Replay, Greatest Hits, Props.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,36,Show No. 344,"May 17, 2001",7.6,44,"Games played: Weird Newscasters, Sound Effects, Song Titles, Film Theatre and TV Styles, Motown Group, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,37,Show No. 410,"May 18, 2001",8.1,46,"Games played: Number of Words, Song Styles, Show-Stopping Number, Scenes From A Hat, Hoedown. The official ""100th Episode"".",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,38,Show No. 308,"Jun 14, 2001",8.8,75,"Games played: Weird Newscasters, Song Styles, Action Replay, Party Quirks, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,3,39,Show No. 407,"Jun 21, 2001",7.5,31,"Games played: Let's Make A Date, Two-Line Vocabulary, Greatest Hits, World's Worst.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,4,1,Show No. 401,"Sep 6, 2001",8.1,53,"Games played: Remote Control, Let's Make A Date, Sound Effects, Doo-Wop, Props.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,4,2,Show No. 405,"Sep 6, 2001",7.4,46,"Games played: Living Scenery, Song Styles, Two-Line Vocabulary, Infomercial, Scenes From A Hat, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,4,3,Show No. 324,"Sep 20, 2001",7.5,43,"Games played: Weird Newscasters, Narrate, Duet, Infomercial, Hoedown, Three-Headed Broadway Star.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,4,4,Show No. 420,"Sep 20, 2001",7.7,46,"Games played: Questions Only, Sound Effects, Scenes From A Hat, Greatest Hits, Irish Drinking Song.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,4,5,Show No. 317,"Sep 27, 2001",7.3,43,"Games played: Let's Make A Date, Duet, Scene To Rap, Party Quirks, Doo-Wop, Props.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,4,6,Show No. 413,"Oct 3, 2001",8.3,46,"Games played: Weird Newscasters, Newsflash, Party Quirks, Show-Stopping Number, World's Worst. Episode labeled: ""Too Hot"".",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,4,7,Show No. 315,"Oct 4, 2001",7.6,31,"Games played: Let's Make A Date, Title Sequence, Scenes From A Hat, Party Quirks, Three-Headed Broadway Star, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,4,8,Show No. 414,"Oct 4, 2001",8.0,43,"Games played: Hollywood Director, Living Scenery, Three-Headed Broadway Star, Helping Hands, Props.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,4,9,Show No. 318,"Oct 10, 2001",8.4,68,"Games played: Hollywood Director, Duet, Song Titles, Scenes From A Hat, Hoedown. Labeled as ""Too Hot"".",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,4,10,Show No. 419,"Oct 17, 2001",7.6,41,"Games played: Press Conference, If You Know What I Mean, Show-Stopping Number, Dubbing with an Audience Member, Scenes From A Hat, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,4,11,Show No. 422,"Oct 18, 2001",7.3,42,"Games played: Let's Make A Date, Newsflash, Whose Line, Weird Newscasters, Irish Drinking Song.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,4,12,Show No. 337,"Oct 25, 2001",7.4,40,"Games played: Weird Newscasters, Song Styles, Newsflash, Greatest Hits, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,4,13,Show No. 418,"Nov 7, 2001",7.5,37,"Games played: Press Conference, Hats, Multiple Personalities, Greatest Hits, World's Worst. Labeled as ""Too Hot"".",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,4,14,Show No. 507,"Nov 14, 2001",7.7,42,"Games played: Hollywood Director, Song Styles, Dubbing, Scenes From A Hat, Foreign Film Dub.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,4,15,Show No. 503,"Nov 21, 2001",7.9,50,"Games played: Questionable Impressions, Duet, Film Dub, Sound Effects, Foreign Film Dub. Very Special Appearance by Sid Caesar.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,4,16,Show No. 417,"Nov 22, 2001",7.9,44,"Games played: Questions Only, Infomercial, Two-Line Vocabulary, Greatest Hits, World's Worst.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,4,17,Show No. 412,"Nov 28, 2001",7.5,44,"Games played: Weird Newscasters, Two-Line Vocabulary, Quick Change, Scenes From A Hat, Irish Drinking Song.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,4,18,Show No. 421,"Dec 5, 2001",7.5,42,"Games played: Weird Newscasters, Title Sequence, Scenes From A Hat, Improbable Mission, Irish Drinking Song, Props.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,4,19,Show No. 411,"Dec 12, 2001",7.6,42,"Games played: Let's Make A Date, Motown Group, Song Titles, Scenes From A Hat, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,4,20,Show No. 415,"Dec 13, 2001",7.4,40,"Games played: Hollywood Director, Infomercial, Party Quirks, Title Sequence, Helping Hands.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,4,21,Show No. 409,"Dec 19, 2001",7.5,42,"Games played: Meet The Family, Song Styles, Weird Newscasters, Greatest Hits, Foreign Film Dub.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,4,22,Show No. 423,"Jan 24, 2002",7.5,39,"Games played: Questions Only, Hollywood Director, Song Styles, Number of Words, Helping Hands, Props.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,4,23,Show No. 416,"Jan 24, 2002",7.4,39,"Games played: Superheroes, Multiple Personalities, Scenes From A Hat, Greatest Hits, Sportscasters.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,4,24,Show No. 508,"Jan 31, 2002",7.2,43,"Games played: Award Show, Duet, Scenes From A Hat, Living Scenery, Props.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,4,25,Show No. 403,"Feb 7, 2002",7.4,30,"Games played: Superheroes, Sound Effects, Newsflash, Scenes From A Hat, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,4,26,Show No. 404,"Feb 12, 2002",7.5,30,"Games played: Weird Newcasters, Hats, Greatest Hits, Film Dub, Show-Stopping Number, World's Worst.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,4,27,Show No. 432,"Feb 12, 2002",8.2,45,"Games played: Let's Make A Date, If You Know What I Mean, Duet, Title Sequence, Scenes From A Hat, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,4,28,Show No. 431,"Mar 7, 2002",7.5,40,"Games played: Weird Newscasters, Scenes From A Hat, Two-Line Vocabulary, Greatest Hits, Foreign Film Dub.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,4,29,Show No. 402,"Mar 14, 2002",7.6,41,"Games played: Hollywood Director, Song Styles, Newsflash, Living Scenery, Scenes From A Hat, World's Worst.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,4,30,Show No. 429,"Mar 28, 2002",7.7,39,"Games played: Weird Newscasters, Whose Line, Action Replay, Scenes From A Hat, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,4,31,Show No. 427,"Apr 11, 2002",7.5,39,"Games played: Let's Make A Date, Narrate, Film Dub, Greatest Hits, Props.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,5,1,Show No. 511,"Sep 9, 2002",8.2,51,"Games played: Questions Only, Two Line Vocabulary, Props, Living Scenery, Helping Hands, Three-Headed Broadway Star.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,5,2,Show No. 509,"Sep 16, 2002",7.3,44,"Games played: Hollywood Director, Song Styles, Scenes from a Hat, Living Scenery, Props.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,5,3,Show No. 406,"Sep 23, 2002",8.0,41,"Games played: Award Show, Party Quirks, Scenes from a Hat, Bartender, Props.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,5,4,Show No. 512,"Sep 30, 2002",8.0,47,"Games played: Change Letter, Duet, If You Know What I Mean, Dubbing, Helping Hands. Special Appearance by Florence Henderson.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,5,5,Show No. 425,"Oct 7, 2002",7.7,43,"Games played: Superheroes, Song Styles, Multiple Personalities, Funeral, Scenes from a Hat, Irish Drinking Song, Props.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,5,6,Show No. 433,"Oct 21, 2002",7.6,43,"Games played: Questions Only, Newsflash, Song Styles, Infomercial, Scenes from a Hat, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,5,7,Show No. 501,"Oct 28, 2002",7.5,41,"Games played: Make a Monster, Scenes from a Hat, Weird Newscasters, Hats, Helping Hands.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,5,8,Show No. 506,"Nov 15, 2002",7.8,32,"Games played: Scene to Music, Dubbing, Change Letter, Party Quirks, Irish Drinking Song, Living Scenery. Special Appearance by Joanie Laurer (Chyna).",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,5,9,Show No. 515,"Nov 29, 2002",7.6,41,"Games played: Superheroes, Scenes from a Hat, Stand Sit Lie, Party Quirks, Show-Stopping Number, Helping Hands.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,5,10,Show No. 504,"Dec 6, 2002",7.6,34,"Games played: Let's Make a Date, Scene to Rap, Sound Effects, Scenes from a Hat, World's Worst.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,5,11,Show No. 517,"Dec 20, 2002",8.0,44,"Games played: Questions with Wigs, Scenes from a Hat, Party Quirks, Greatest Hits, Irish Drinking Song.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,5,12,Show No. 510,"Jan 10, 2003",7.0,44,"Games played: Hollywood Director, Newsflash, Song Styles, Daytime Talk Show, Three-Headed Broadway Star.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,5,13,Show No. 408,"Jan 17, 2003",7.6,40,"Games played: Questions Only, Living Scenery, Film Dub, Party Quirks, Helping Hands, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,5,14,Show No. 513,"Jan 24, 2003",7.6,37,"Games played: Let's Make a Date, Dubbing, Scenes from a Hat, Greatest Hits, Props.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,5,15,Show No. 514,"Apr 3, 2003",7.8,31,"Games played: Questions Only, Weird Newscasters, Irish Drinking Song, Scenes from a Hat, World's Worst.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,5,16,Show No. 518,"Apr 10, 2003",8.0,40,"Games played: Backwards Scene, Duet, Weird Newscasters, Boogie Woogie Sisters, Scenes from a Hat, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,5,17,Show No. 521,"Jun 20, 2003",9.3,121,"Games played: Multiple Personalities, Newsflash, Song Styles, Living Scenery, Moving People. Very Strange Appearance by Richard Simmons.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,5,18,Show No. 609,"Jun 20, 2003",8.2,38,"Games played: Press Conference, Infomercial, All in One Voice, Change Letter, Scenes from a Hat, If You Know What I Mean.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,5,19,Show No. 610,"Jun 27, 2003",7.9,36,"Games played: Newsflash, Song Styles, Two Line Vocabulary, Dubbing, Three-Headed Broadway Star.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,5,20,Show No. 603,"Jun 27, 2003",8.1,47,"Games played: Weird Newscasters, Scenes from a Hat, Film Dub, Party Quirks, Hats, Irish Drinking Song.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,5,21,Show No. 611,"Jul 11, 2003",7.9,44,"Games played: Let's Make a Date, Song Styles, Scenes from a Hat, Party Quirks, Sportscasters. Guest Appearance by bodybuilder Jayne Trcka.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,5,22,Show No. 607,"Jul 11, 2003",7.4,36,"Games played: Hollywood Director, Sound Effects, Newsflash, Bartender, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,5,23,Show No. 519,"Jul 18, 2003",7.5,30,"Games played: Number of Words, Infomercial, Song Styles, Scenes from a Hat, Newsflash, World's Worst.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,5,24,Show No. 316,"Jul 18, 2003",7.5,35,"Games played: Superheroes, Sound Effects, Title Sequence, If You Know What I Mean, Film Dub, Scenes from a Hat, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,5,25,Show No. 502,"Jul 25, 2003",7.0,29,"Games played: Superheroes, Duet, Scenes from a Hat, Living Scenery, Themed Restaurant.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,5,26,Show No. 516,"Jul 25, 2003",7.7,41,"Games played: Let's Make a Date, Newsflash, Scenes from a Hat, Greatest Hits, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,5,27,Show No. 601,"Aug 1, 2003",7.6,37,"Games played: Hollywood Director, If You Know What I Mean, Whose Line, Greatest Hits, Helping Hands.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,5,28,Show No. 608,"Aug 8, 2003",7.2,36,"Games played: Scene to Music, Scenes from a Hat, Song Styles, Change Letter, Living Scenery, Hats, Sportscasters. Guest Appearance by contortionist Undarma Darihu.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,5,29,Show No. 606,"Aug 8, 2003",7.4,29,"Games played: Press Conference, Sound Effects, Irish Drinking Song, Party Quirks, Helping Hands, Themed Restaurant.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,5,30,Show No. 612,"Aug 15, 2003",7.7,42,"Games played: Make a Monster, Dubbing, Scenes from a Hat, Greatest Hits, World's Worst.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,5,31,Show No. 520,"Aug 22, 2003",7.7,36,"Games played: Hollywood Director, Two Line Vocabulary, Press Conference, Improbable Mission, Irish Drinking Song.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,5,32,Show No. 426,"Aug 29, 2003",7.9,40,"Games played: Weird Newscasters, Duet, Scenes from a Hat, Greatest Hits, Themed Restaurant.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,5,33,Show No. 605,"Sep 5, 2003",7.5,35,"Games played: Let's Make a Date, Hats, Fashion Models, Scenes from a Hat, Newsflash, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,5,34,Show No. 604,"Sep 5, 2003",7.8,40,"Games played: Hollywood Director, Improbable Mission, Scenes from a Hat, Greatest Hits, Props.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,6,1,Show No. 602,"Jun 24, 2004",7.3,45,"Games played: Hollywood Director, Doo-Wop, Scenes From a Hat, Greatest Hits, Helping Hands.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,6,2,Show No. 424,"Jul 1, 2004",7.7,43,"Games played: Hollywood Director, Weird Newscasters, Improbable Mission, Boogie Woogie Sisters, Props.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,6,3,Show No. 348,"Jul 8, 2004",7.4,41,"Games played: Weird Newscasters, Sound Effects, Title Sequence, Scene with an Audience Member, Greatest Hits, Questions Only.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,6,4,Show No. 347,"Jul 29, 2004",7.1,42,"Games played: Let's Make A Date, Scene to Rap, Sound Effects, Film Dub, Greatest Hits, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,6,5,Show No. 345,"Jul 31, 2004",7.3,41,"Games played: Superheroes, Questionable Impressions, Props, Song Styles, Moving People, Dating Service Video, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,6,6,Show No. 505,"Aug 7, 2004",7.0,31,"Games played: Press Conference, Sound Effects, Duet, Living Scenery, Irish Drinking Song.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,6,7,Show No. 430,"Aug 14, 2004",7.6,38,"Games played: Let's Make a Date, Newsflash, Funeral, Party Quirks, African Chant, Props.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,6,8,Show No. 314,"Aug 21, 2004",7.2,31,"Games played: Film Theatre and TV Styles, Title Sequence, Action Replay, Greatest Hits, 90 Second Alphabet.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,6,9,Show No. 346,"Aug 28, 2004",7.3,38,"Games played: Questions Only, Narrate, Film Theatre and TV Styles, Party Quirks, Greatest Hits, Hoedown.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
Whose Line Is It Anyway?,6,10,Show No. 428,"Sep 4, 2004",7.6,44,"Games played: Superheroes, Duet, Weird Newscasters, Newsflash, Irish Drinking Song, Themed Restaurant.",tt0163507,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.
